File format - 1
# of Tracks - 3
Ticks/quarter note - 0

Start of track 1at Byte 14
Track length: 19
0: Tempo to 460299 usec/quarter note
0: Time Signature event

Start of track 2at Byte 41
Track length: 3983
20736: Off, F4
20736: Off, A#4
20736: On, C4
20736: On, G4
21120: Off, C4
21120: Off, G4
21120: On, D4
21120: On, G4
21504: Off, D4
21504: Off, G4
21504: On, F4
21504: On, A#4
21888: Off, F4
21888: Off, A#4
21888: On, C#4
21888: On, G#4
22272: Off, C#4
22272: Off, G#4
22272: On, C4
22272: On, G4
23040: Off, C4
23040: Off, G4
23040: On, D4
23040: On, G4
23424: Off, D4
23424: Off, G4
23424: On, F4
23424: On, A#4
23808: Off, F4
23808: Off, A#4
23808: On, C4
23808: On, G4
24192: Off, C4
24192: Off, G4
24192: On, F4
24192: On, A#4
24576: Off, F4
24576: Off, A#4
24576: On, D4
24576: On, G4
26496: Off, D4
26496: Off, G4
26496: On, F4
26496: On, A#4
26880: Off, F4
26880: Off, A#4
26880: On, C4
26880: On, G4
27264: Off, C4
27264: Off, G4
27264: On, D4
27264: On, G4
27648: Off, D4
27648: Off, G4
27648: On, F4
27648: On, A#4
28032: Off, F4
28032: Off, A#4
28032: On, C#4
28032: On, G#4
28416: Off, C#4
28416: Off, G#4
28416: On, C4
28416: On, G4
29184: Off, C4
29184: Off, G4
29184: On, D4
29184: On, G4
29568: Off, D4
29568: Off, G4
29568: On, F4
29568: On, A#4
29952: Off, F4
29952: Off, A#4
29952: On, C4
29952: On, G4
30336: Off, C4
30336: Off, G4
30336: On, F4
30336: On, A#4
30720: Off, F4
30720: Off, A#4
30720: On, D4
30720: On, G4
32640: Off, D4
32640: Off, G4
32640: On, F4
32640: On, A#4
33024: Off, F4
33024: Off, A#4
33024: On, C4
33024: On, G4
33408: Off, C4
33408: Off, G4
33408: On, D4
33408: On, G4
33792: Off, D4
33792: Off, G4
33792: On, F4
33792: On, A#4
34176: Off, F4
34176: Off, A#4
34176: On, C#4
34176: On, G#4
34560: Off, C#4
34560: Off, G#4
34560: On, C4
34560: On, G4
35328: Off, C4
35328: Off, G4
35328: On, D4
35328: On, G4
35712: Off, D4
35712: Off, G4
35712: On, F4
35712: On, A#4
36096: Off, F4
36096: Off, A#4
36096: On, C4
36096: On, G4
36480: Off, C4
36480: Off, G4
36480: On, F4
36480: On, A#4
36864: Off, F4
36864: Off, A#4
36864: On, D4
36864: On, G4
42240: Off, D4
42240: Off, G4
42240: On, C4
42240: On, F4
43008: Off, C4
43008: Off, F4
43008: On, D4
43008: On, G4
48384: Off, D4
48384: Off, G4
48384: On, C4
48384: On, F4
49152: Off, C4
49152: Off, F4
49152: On, D4
49152: On, G4
54528: Off, D4
54528: Off, G4
54528: On, C4
54528: On, F4
55296: Off, C4
55296: Off, F4
55296: On, D4
55296: On, G4
60672: Off, D4
60672: Off, G4
60672: On, C4
60672: On, F4
61440: Off, C4
61440: Off, F4
61440: On, D4
61440: On, G4
62976: Off, D4
62976: Off, G4
62976: On, C4
62976: On, G4
64512: Off, C4
64512: Off, G4
64512: On, D#4
64512: On, G#4
66048: Off, D#4
66048: Off, G#4
66048: On, D4
66048: On, G4
69120: Off, D4
69120: Off, G4
69120: On, C4
69120: On, G4
70656: Off, C4
70656: Off, G4
70656: On, D#4
70656: On, G#4
72192: Off, D#4
72192: Off, G#4
72192: On, D4
72192: On, G4
72576: Off, D4
72576: Off, G4
72576: On, F4
72576: On, A#4
72960: Off, F4
72960: Off, A#4
72960: On, C4
72960: On, G4
73344: Off, C4
73344: Off, G4
73344: On, D4
73344: On, G4
73728: Off, D4
73728: Off, G4
73728: On, F4
73728: On, A#4
74112: Off, F4
74112: Off, A#4
74112: On, C#4
74112: On, G#4
74496: Off, C#4
74496: Off, G#4
74496: On, C4
74496: On, G4
75264: Off, C4
75264: Off, G4
75264: On, D4
75264: On, G4
75648: Off, D4
75648: Off, G4
75648: On, F4
75648: On, A#4
76032: Off, F4
76032: Off, A#4
76032: On, C4
76032: On, G4
76416: Off, C4
76416: Off, G4
76416: On, F4
76416: On, A#4
76800: Off, F4
76800: Off, A#4
76800: On, D4
76800: On, G4
78720: Off, D4
78720: Off, G4
78720: On, F4
78720: On, A#4
79104: Off, F4
79104: Off, A#4
79104: On, C4
79104: On, G4
79488: Off, C4
79488: Off, G4
79488: On, D4
79488: On, G4
79872: Off, D4
79872: Off, G4
79872: On, F4
79872: On, A#4
80256: Off, F4
80256: Off, A#4
80256: On, C#4
80256: On, G#4
80640: Off, C#4
80640: Off, G#4
80640: On, C4
80640: On, G4
81408: Off, C4
81408: Off, G4
81408: On, D4
81408: On, G4
81792: Off, D4
81792: Off, G4
81792: On, F4
81792: On, A#4
82176: Off, F4
82176: Off, A#4
82176: On, C4
82176: On, G4
82560: Off, C4
82560: Off, G4
82560: On, F4
82560: On, A#4
82944: Off, F4
82944: Off, A#4
82944: On, D4
82944: On, G4
88320: Off, D4
88320: Off, G4
88320: On, C4
88320: On, F4
89088: Off, C4
89088: Off, F4
89088: On, D4
89088: On, G4
94464: Off, D4
94464: Off, G4
94464: On, C4
94464: On, F4
95232: Off, C4
95232: Off, F4
95232: On, D4
95232: On, G4
100608: Off, D4
100608: Off, G4
100608: On, C4
100608: On, F4
101376: Off, C4
101376: Off, F4
101376: On, D4
101376: On, G4
106752: Off, D4
106752: Off, G4
106752: On, C4
106752: On, F4
107520: Off, C4
107520: Off, F4
107520: On, D4
107520: On, G4
109056: Off, D4
109056: Off, G4
109056: On, C4
109056: On, G4
110592: Off, C4
110592: Off, G4
110592: On, D#4
110592: On, G#4
112128: Off, D#4
112128: Off, G#4
112128: On, D4
112128: On, G4
115200: Off, D4
115200: Off, G4
115200: On, C4
115200: On, G4
116736: Off, C4
116736: Off, G4
116736: On, D#4
116736: On, G#4
118272: Off, D#4
118272: Off, G#4
118272: On, D4
118272: On, G4
118656: Off, D4
118656: Off, G4
118656: On, F4
118656: On, A#4
119040: Off, F4
119040: Off, A#4
119040: On, C4
119040: On, G4
119424: Off, C4
119424: Off, G4
119424: On, D4
119424: On, G4
119808: Off, D4
119808: Off, G4
119808: On, F4
119808: On, A#4
120192: Off, F4
120192: Off, A#4
120192: On, C#4
120192: On, G#4
120576: Off, C#4
120576: Off, G#4
120576: On, C4
120576: On, G4
121344: Off, C4
121344: Off, G4
121344: On, D4
121344: On, G4
121728: Off, D4
121728: Off, G4
121728: On, F4
121728: On, A#4
122112: Off, F4
122112: Off, A#4
122112: On, C4
122112: On, G4
122496: Off, C4
122496: Off, G4
122496: On, F4
122496: On, A#4
122880: Off, F4
122880: Off, A#4
122880: On, D4
122880: On, G4
124800: Off, D4
124800: Off, G4
124800: On, F4
124800: On, A#4
125184: Off, F4
125184: Off, A#4
125184: On, C4
125184: On, G4
125568: Off, C4
125568: Off, G4
125568: On, D4
125568: On, G4
125952: Off, D4
125952: Off, G4
125952: On, F4
125952: On, A#4
126336: Off, F4
126336: Off, A#4
126336: On, C#4
126336: On, G#4
126720: Off, C#4
126720: Off, G#4
126720: On, C4
126720: On, G4
127488: Off, C4
127488: Off, G4
127488: On, D4
127488: On, G4
127872: Off, D4
127872: Off, G4
127872: On, F4
127872: On, A#4
128256: Off, F4
128256: Off, A#4
128256: On, C4
128256: On, G4
128640: Off, C4
128640: Off, G4
128640: On, F4
128640: On, A#4
129024: Off, F4
129024: Off, A#4
129024: On, D4
129024: On, G4
133248: Off, D4
133248: Off, G4
133248: On, C4
133248: On, G4
134784: Off, C4
134784: Off, G4
134784: On, D4
134784: On, G4
139392: Off, D4
139392: Off, G4
139392: On, C4
139392: On, G4
140928: Off, C4
140928: Off, G4
140928: On, D4
140928: On, G4
145536: Off, D4
145536: Off, G4
145536: On, C4
145536: On, G4
147072: Off, C4
147072: Off, G4
147072: On, D4
147072: On, G4
152064: Off, D4
152064: Off, G4
152064: On, C4
152064: On, G4
153600: Off, C4
153600: Off, G4
153600: On, D4
153600: On, G4
155136: Off, D4
155136: Off, G4
155136: On, C4
155136: On, G4
158208: Off, C4
158208: Off, G4
158208: On, C4
158208: On, F4
161280: Off, C4
161280: Off, F4
161280: On, D4
161280: On, G4
161664: Off, D4
161664: Off, G4
161664: On, F4
161664: On, A#4
162048: Off, F4
162048: Off, A#4
162048: On, C4
162048: On, G4
162432: Off, C4
162432: Off, G4
162432: On, D4
162432: On, G4
162816: Off, D4
162816: Off, G4
162816: On, F4
162816: On, A#4
163200: Off, F4
163200: Off, A#4
163200: On, C#4
163200: On, G#4
163584: Off, C#4
163584: Off, G#4
163584: On, C4
163584: On, G4
164352: Off, C4
164352: Off, G4
164352: On, D4
164352: On, G4
164736: Off, D4
164736: Off, G4
164736: On, F4
164736: On, A#4
165120: Off, F4
165120: Off, A#4
165120: On, C4
165120: On, G4
165504: Off, C4
165504: Off, G4
165504: On, F4
165504: On, A#4
165888: Off, F4
165888: Off, A#4
165888: On, D4
165888: On, G4
167808: Off, D4
167808: Off, G4
167808: On, F4
167808: On, A#4
168192: Off, F4
168192: Off, A#4
168192: On, C4
168192: On, G4
168576: Off, C4
168576: Off, G4
168576: On, D4
168576: On, G4
168960: Off, D4
168960: Off, G4
168960: On, F4
168960: On, A#4
169344: Off, F4
169344: Off, A#4
169344: On, C#4
169344: On, G#4
169728: Off, C#4
169728: Off, G#4
169728: On, C4
169728: On, G4
170496: Off, C4
170496: Off, G4
170496: On, D4
170496: On, G4
170880: Off, D4
170880: Off, G4
170880: On, F4
170880: On, A#4
171264: Off, F4
171264: Off, A#4
171264: On, C4
171264: On, G4
171648: Off, C4
171648: Off, G4
171648: On, F4
171648: On, A#4
172032: Off, F4
172032: Off, A#4
172032: On, D4
172032: On, G4
177408: Off, D4
177408: Off, G4
177408: On, C4
177408: On, F4
178176: Off, C4
178176: Off, F4
178176: On, D4
178176: On, G4
183552: Off, D4
183552: Off, G4
183552: On, C4
183552: On, F4
184320: Off, C4
184320: Off, F4
184320: On, D4
184320: On, G4
189696: Off, D4
189696: Off, G4
189696: On, C4
189696: On, F4
190464: Off, C4
190464: Off, F4
190464: On, D4
190464: On, G4
195840: Off, D4
195840: Off, G4
195840: On, C4
195840: On, F4
196608: Off, C4
196608: Off, F4
196608: On, D4
196608: On, G4
198144: Off, D4
198144: Off, G4
198144: On, C4
198144: On, G4
199680: Off, C4
199680: Off, G4
199680: On, D#4
199680: On, G#4
201216: Off, D#4
201216: Off, G#4
201216: On, D4
201216: On, G4
204288: Off, D4
204288: Off, G4
204288: On, C4
204288: On, G4
205824: Off, C4
205824: Off, G4
205824: On, D#4
205824: On, G#4
207360: Off, D#4
207360: Off, G#4
207360: On, D4
207360: On, G4
207744: Off, D4
207744: Off, G4
207744: On, F4
207744: On, A#4
208128: Off, F4
208128: Off, A#4
208128: On, C4
208128: On, G4
208512: Off, C4
208512: Off, G4
208512: On, D4
208512: On, G4
208896: Off, D4
208896: Off, G4
208896: On, F4
208896: On, A#4
209280: Off, F4
209280: Off, A#4
209280: On, C#4
209280: On, G#4
209664: Off, C#4
209664: Off, G#4
209664: On, C4
209664: On, G4
210432: Off, C4
210432: Off, G4
210432: On, D4
210432: On, G4
210816: Off, D4
210816: Off, G4
210816: On, F4
210816: On, A#4
211200: Off, F4
211200: Off, A#4
211200: On, C4
211200: On, G4
211584: Off, C4
211584: Off, G4
211584: On, F4
211584: On, A#4
211968: Off, F4
211968: Off, A#4
211968: On, D4
211968: On, G4
213888: Off, D4
213888: Off, G4
213888: On, F4
213888: On, A#4
214272: Off, F4
214272: Off, A#4
214272: On, C4
214272: On, G4
214656: Off, C4
214656: Off, G4
214656: On, D4
214656: On, G4
215040: Off, D4
215040: Off, G4
215040: On, F4
215040: On, A#4
215424: Off, F4
215424: Off, A#4
215424: On, C#4
215424: On, G#4
215808: Off, C#4
215808: Off, G#4
215808: On, C4
215808: On, G4
216576: Off, C4
216576: Off, G4
216576: On, D4
216576: On, G4
216960: Off, D4
216960: Off, G4
216960: On, F4
216960: On, A#4
217344: Off, F4
217344: Off, A#4
217344: On, C4
217344: On, G4
217728: Off, C4
217728: Off, G4
217728: On, F4
217728: On, A#4
218112: Off, F4
218112: Off, A#4
218112: On, D4
218112: On, G4
220032: Off, D4
220032: Off, G4
220032: On, F4
220032: On, A#4
220416: Off, F4
220416: Off, A#4
220416: On, C4
220416: On, G4
220800: Off, C4
220800: Off, G4
220800: On, D4
220800: On, G4
221184: Off, D4
221184: Off, G4
221184: On, F4
221184: On, A#4
221568: Off, F4
221568: Off, A#4
221568: On, C#4
221568: On, G#4
221952: Off, C#4
221952: Off, G#4
221952: On, C4
221952: On, G4
222720: Off, C4
222720: Off, G4
222720: On, D4
222720: On, G4
223104: Off, D4
223104: Off, G4
223104: On, F4
223104: On, A#4
223488: Off, F4
223488: Off, A#4
223488: On, C4
223488: On, G4
223872: Off, C4
223872: Off, G4
223872: On, F4
223872: On, A#4
224256: Off, F4
224256: Off, A#4
224256: On, D4
224256: On, G4
226176: Off, D4
226176: Off, G4
226176: On, F4
226176: On, A#4
226560: Off, F4
226560: Off, A#4
226560: On, C4
226560: On, G4
226944: Off, C4
226944: Off, G4
226944: On, D4
226944: On, G4
227328: Off, D4
227328: Off, G4
227328: On, F4
227328: On, A#4
227712: Off, F4
227712: Off, A#4
227712: On, C#4
227712: On, G#4
228096: Off, C#4
228096: Off, G#4
228096: On, C4
228096: On, G4
228864: Off, C4
228864: Off, G4
228864: On, D4
228864: On, G4
229248: Off, D4
229248: Off, G4
229248: On, F4
229248: On, A#4
229632: Off, F4
229632: Off, A#4
229632: On, C4
229632: On, G4
230016: Off, C4
230016: Off, G4
230016: On, F4
230016: On, A#4
230400: Off, F4
230400: Off, A#4
230400: On, D4
230400: On, G4
235776: Off, D4
235776: Off, G4
235776: On, C4
235776: On, G4
236544: Off, C4
236544: Off, G4
236544: On, D4
236544: On, G4
241920: Off, D4
241920: Off, G4
241920: On, C4
241920: On, G4
242688: Off, C4
242688: Off, G4
242688: On, D4
242688: On, G4
248832: Off, D4
248832: Off, G4

Start of track 3at Byte 4032
Track length: 2111
